date,description,amount
20251209,CASH DEPOSIT FEE - AUTOBANK Ht ACC 280690819 DEP BCH 2710.,-38.6
20251209,CASH DEPOSIT FEE - AUTOBANK Ht ACC 280690819 DEP BCH 2710,-194.6
20251210,CREDIT TRANSFER 9153 CAPITEC MVULENI ZIMI,4000.0
20251210,CREDIT TRANSFER 9496 280690819,2150.0
20251210,AUTOBANK CASH DEPOSIT SINAMANDLA QAMPI J063,400.0
20251210,IB PAYMENT FROM SIPHELELE CERU,1000.0
20251210,PAYSHAP PAYMENT FROM Siyasamkela Nyumbeka,1250.0
20251210,PAYSHAP PAYMENT FROM Hlalumi isiphile kwa,2000.0
20251210,PAYSHAP PAYMENT FROM Liyema sibahle kwaza,2000.0
20251210,PAYSHAP PAYMENT FROM Zamayirha Dintsi gr8,2500.0
20251210,AUTOBANK CASH DEPOSIT LIYEMA KWAZA 9493,3570.0
20251210,AUTOBANK CASH DEPOSIT HLALUMI KWAZA. 9493,3570.0
20251210,AUTOBANK CASH DEPOSIT SINAMANDLA QAMPI J063,3600.0
20251210,AUTOBANK CASH DEPOSIT ENIKA MATSHIKIZA J838,6250.0
20251210,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 0 04691121,8379.93
20251210,CASH DEPOSIT FEE - AUTOBANK Ht ACC 280690819 DEP BCH 4510.,-10.0
20251210,CASH DEPOSIT FEE - AUTOBANK Ht,-51.6
20251210,CASH DEPOSIT FEE - AUTOBANK HH,-51.6
20251210,CASH DEPOSIT FEE - AUTOBANK HH ACC 280690819 DEP BCH 4510,-51.6
20251210,CASH DEPOSIT FEE - AUTOBANK Ht,-86.7
20251211,MAGTAPE CREDIT 9820 DAMANE LINDELA,2500.0
20251211,PAYSHAP PAYMENT FROM Tuckshop,155.0
20251211,ELECTRONIC BANKING PAYMENT FR JODO002,2520.0
20251211,ELECTRONIC BANKING PAYMENT FR GET AHEAD PROJECT,51357.24
20251211,ELECTRONIC BANKING PAYMENT FR LC SCHOLAR/SPONSORSHIP,240157.0
20251211,ELECTRONIC BANKING PAYMENT TO GCMO01 MEERLIN GUEST IRH7315:03,-480.0
20251211,ELECTRONIC BANKING PAYMENT TO BABAO BULELANI ALFR IRH7315:03,-1050.0
20251211,ELECTRONIC BANKING PAYMENT TO LUYANDA VAVI IRH73 08:16,-2500.0
20251211,ELECTRONIC BANKING PAYMENT TO GCM01 MEERLIN GUEST IRH7315:03,-3000.0
20251211,ELECTRONIC BANKING PAYMENT TO NOMAKWEZI MAKELENI IRH73 09:02,-5671.18
20251211,ELECTRONIC BANKING PAYMENT TO NOMSA MANKWENTA _IRH73 09:02,-5671.18
20251211,ELECTRONIC BANKING PAYMENT TO AGNES LANGA IRH73 09:02,-5789.8
20251211,ELECTRONIC BANKING PAYMENT TO UNATHI NZIPO. IRH73 09:02,-5789.8
20251211,ELECTRONIC BANKING PAYMENT TO NOMXOLISI MPAMBANI IRH73 09:02,-6284.8
20251211,ELECTRONIC BANKING PAYMENT TO SITEMBELE NGCOZANA IRH73 09:02,-6284.8
20251211,ELECTRONIC BANKING PAYMENT TO KHANYANTSHELU _ IRH73 09:02,-8959.24
20251211,ELECTRONIC BANKING PAYMENT TO S DE KOCK IRH73 08:16,-9000.0
20251211,ELECTRONIC BANKING PAYMENT TO RENET WENTZEL _IRH73 09:02,-13652.88
20251211,ELECTRONIC BANKING PAYMENT TO OLAFI MARUFU IRH73 09:02,-14168.97
20251211,ELECTRONIC BANKING PAYMENT TO KIARA NAIDU IRH73 09:02,-15108.6
20251211,ELECTRONIC BANKING PAYMENT TO NELISIWE MAPANGWAN IRH73 09:02,-16371.18
20251211,ELECTRONIC BANKING PAYMENT TO PATRICK DAVIS —__IRH73 09:02,-16430.92
20251211,ELECTRONIC BANKING PAYMENT TO NELDA VAN STRAATEN IRH73 09:02,-16450.41
20251211,ELECTRONIC BANKING PAYMENT TO JOHANNA DE KOCK _ IRH73 09:02,-16929.95
20251211,ELECTRONIC BANKING PAYMENT TO ZANELE VILAKAZI _IRH73 09:02,-17411.22
20251211,ELECTRONIC BANKING PAYMENT TO BONGANILITYE _ IRH73 09:02,-17604.28
20251211,ELECTRONIC BANKING PAYMENT TO BUBELE NGAZELWA_IRH73 09:02,-17946.82
20251211,ELECTRONIC BANKING PAYMENT TO SILILITHA GQAGQA _IRH73 09:02,-18910.42
20251211,ELECTRONIC BANKING PAYMENT TO BEAURIN VAN JAARSV IRH73 09:02,-19296.92
20251211,ELECTRONIC BANKING PAYMENT TO NOLUNGISA SOBUZA_IRH73 09:02,-22127.94
20251211,ELECTRONIC BANKING PAYMENT TO FRANK ASAMOAH _ IRH73 09:02,-22517.92
20251211,ELECTRONIC BANKING PAYMENT TO WINNIE MOYO. IRH73 09:02,-22713.28
20251211,ELECTRONIC BANKING PAYMENT TO DIDAS TUMUSIIME _IRH73 09:02,-25483.46
20251211,ELECTRONIC BANKING PAYMENT TO MBULELO NJAMELA _ IRH73 09:02,-26624.17
20251211,ELECTRONIC BANKING PAYMENT TO COSTANTINE MUSITU IRH73 09:02,-28694.17
20251211,ELECTRONIC BANKING PAYMENT TO MATHILDA HUMPHREYS IRH73 09:02,-28977.72
20251211,ELECTRONIC BANKING PAYMENT TO NICHOLAS ZATA _ IRH73 09:02,-35251.65
20251211,ELECTRONIC BANKING PAYMENT TO ELIZABETH STEYN _IRH73 09:02,-37402.75
20251211,ELECTRONIC BANKING PAYMENT TO LEELAMMA SEBASTIAN IRH73 08:14,-40784.02
20251211,ELECTRONIC BANKING PAYMENT TO ALAN THOMPSON __ IRH73 09:02,-57696.92
20251211,ELECTRONIC BANKING PAYMENT TO ZANDILE GOBENI _IRH73 08:14.,-58394.14
20251211,ELECTRONIC BANKING PAYMENT TO EMPLOYERACC *,-635027.18
20251212,CREDIT TRANSFER 9006 CAPITEC B SILWANA,2500.0
20251212,CREDIT TRANSFER 9113 Zimi Mvuleni Trip,5000.0
20251212,CREDIT TRANSFER 9167 CAPITEC BNGAZELWA,5018.0
20251212,CREDIT TRANSFER 9239 CAPITEC MKUZANGWE ENDIKUTHAN,2500.0
20251212,CREDIT TRANSFER 9355 CASHFOCUS NCED001,29400.0
20251212,CREDIT TRANSFER 9376 CAPITEC MADZWILA LITHEMBA,2500.0
20251212,MAGTAPE CREDIT 9462 NDLEO11,2500.0
20251212,CREDIT TRANSFER 9478 CAPITEC INDIPHILE SEBEZO,1000.0
20251212,CREDIT TRANSFER 9727 CAPITEC YAZINI MYEKWA,14918.0
20251212,CREDIT TRANSFER 9799 CAPITEC NGOZI EMIHLE,2500.0
20251212,PAYSHAP PAYMENT FROM MBONO01,500.0
20251212,AUTOBANK CASH DEPOSIT YEKOO05S 9563,1000.0
20251212,AUTOBANK CASH DEPOSIT,2900.0
20251212,IB PAYMENT FROM NCEDO01,3000.0
20251212,AUTOBANK CASH DEPOSIT SAHEL 8712,3900.0
20251212,PAYSHAP PAYMENT FROM Dyobiso Lisakhanya,4000.0
20251212,REAL TIME TRANSFER FROM BOB Yawa Anika,4100.0
20251212,IB PAYMENT FROM MFEC 002,10000.0
20251212,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 0 04691121,16887.11
20251212,CASH DEPOSIT FEE - AUTOBANK HH,-17.8
20251212,CASH DEPOSIT FEE - AUTOBANK Ht ACC 280690819 DEP BCH 4510,-42.5
20251212,CASH DEPOSIT FEE - AUTOBANK Ht,-55.5
20251213,CREDIT TRANSFER 9004 Fosilara Qiga,2500.0
20251213,CREDIT TRANSFER 9537 CAPITEC WANGA-SHICI,2500.0
20251213,CREDIT TRANSFER 9818 CAPITEC DLAKIYAA DEP GR9.,2500.0
20251213,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 0 04691121,14663.09
20251215,CREDIT TRANSFER 9029 CAPITEC ALIZWAMAPOMA GR10,2520.0
20251215,CREDIT TRANSFER 9145 ABSA BANK mash-007,10000.0
20251215,CREDIT TRANSFER 9193 CAPITEC LIMISE PATO,800.0
20251215,CREDIT TRANSFER 9339 CAPITEC MADUBEDUBE BABALWE,20000.0
20251215,MAGTAPE CREDIT 9365 NPNUPAY 85131/25121507251215,24520.0
20251215,CREDIT TRANSFER 9419 CAPITEC KAPA-KHANYA,2500.0
20251215,CREDIT TRANSFER 9440 CAPITEC IVAMAPHIKANA.,1000.0
20251215,CREDIT TRANSFER 9786 CAPITEC INDIPHILE SEBEZO,2000.0
20251215,PAYSHAP PAYMENT FROM Siphumele Mgidlana,1100.0
20251215,IB PAYMENT FROM MATHAPO TSHEHLA,1150.0
20251215,IB PAYMENT FROM NTABENI L. UNIFORM,2410.0
20251215,REAL TIME TRANSFER FROM BOB MASI006,2500.0
20251215,IB PAYMENT FROM ELIHLE NTSHANGA,2520.0
20251215,PAYSHAP PAYMENT FROM Ngxeketo Inge,2960.0
20251215,REAL TIME TRANSFER FROM BOB Onodwa Tshijila,9330.0
20251215,IB PAYMENT FROM SIYA01,10000.0
20251215,TELETRANSMISSION INWARD 1/NSAM360 LTD 1T25346ZA0762495,12300.0
20251215,CHEQUE CARD PURCHASE 9437 PANDA STORES Q4278193343868527,-250.48
20251215,ELECTRONIC BANKING PAYMENT TO GCG01 GET AHEAD PRO IRH7308:11,-1847.88
20251215,ELECTRONIC BANKING PAYMENT TO GETAO GET AHEAD PRO IRH7308:11,-18533.41
20251215,ELECTRONIC BANKING PAYMENT TO STANO STANLIB COLLE IRH7308:11,-40000.0
20251215,ELECTRONIC BANKING PAYMENT TO ALL WEATHER COURTS IRH73 08:10,-48300.0
20251215,FEE-TELETRANSMISSION INWARD # 1/NSAM360 LTD 1T25346ZA0762495,-209.0
20251217,CREDIT TRANSFER 9052 CAPITEC SIJILA THEOPHILUS,11170.0
20251217,CREDIT TRANSFER 9391 CAPITEC NWITBOOI,8000.0
20251217,CREDIT TRANSFER 9395 CAPITEC WITBOOI SPORT ATTIRE,1330.0
20251217,CREDIT TRANSFER 9481 CAPITEC MAKIKI MILA GR10,4000.0
20251217,AUTOBANK CASH DEPOSIT SOMILA BIZWAPHI 9561,600.0
20251217,ELECTRONIC BANKING PAYMENT FR EDUCATION L700761044 ETDP,1464.84
20251217,IB PAYMENT FROM HINTO01,2440.0
20251217,PAYSHAP PAYMENT FROM Anebhongo FISANA,2500.0
20251217,ELECTRONIC BANKING PAYMENT TO CS107 PATRICK DAVIS ULJ1710:54,-3311.4
20251217,CASH DEPOSIT FEE - AUTOBANK Ht,-12.6
20251218,CREDIT TRANSFER 9254 ABSA BANK MNY006- Esihle-,6000.0
20251218,CREDIT TRANSFER 9346 CAPITEC IVAMAPHIKANA,500.0
20251218,CREDIT TRANSFER 9486 CAPITEC _N MAKIKI,2600.0
20251218,CREDIT TRANSFER 9750 Inam Mfulatelwa,2500.0
20251218,CREDIT TRANSFER 9805 ABSA BANK MNY006- Esihle-,6000.0
20251218,CREDIT TRANSFER 9845 CAPITEC NOND 004,3500.0
20251218,MAGTAPE CREDIT 9875 YOLO NONTENJA,8000.0
20251218,AUTOBANK CASH DEPOSIT ovayo siwa 9493,1000.0
20251218,PAYSHAP PAYMENT FROM Sisilana Lilitha,2000.0
20251218,PAYSHAP PAYMENT FROM Ntsele Ziphezinhle,2500.0
20251218,CASH DEPOSIT FEE - AUTOBANK,-17.8
20251219,CREDIT TRANSFER 9024 CAPITEC MADUBEDUBE BABALWE,7700.0
20251219,CREDIT TRANSFER 9246 ABSA BANK MNY006- Esihle-,6000.0
20251219,MAGTAPE CREDIT 9358 SIYAVUYA DYASOPU,1000.0
20251219,CREDIT TRANSFER 9487 CAPITEC_ OYINTANDO QOBA,3000.0
20251219,MAGTAPE CREDIT 9965 BIZWAPHI SOMILA,2000.0
20251219,PAYSHAP PAYMENT FROM NXANOO1,1500.0
20251219,IB PAYMENT FROM NDLE 009,2300.0
20251219,PAYSHAP PAYMENT FROM GEGE001,2500.0
20251219,IB PAYMENT FROM SINUOO1,2500.0
20251219,IB PAYMENT FROM ZINATHI NYEZI,2600.0
20251219,CASH DEPOSIT NELDA,180.5
20251219,CASH DEPOSIT NELDA,1000.0
20251219,FEE NOTES DEPOSIT CASH CENTRE,-6.77
20251219,FEE NOTES DEPOSIT CASH CENTRE,-16.77
20251220,CREDIT TRANSFER 9350 CAPITEC MILANI MBUQE,6000.0
20251220,CREDIT TRANSFER 9407 CAPITEC BNYATI,1700.0
20251220,CREDIT TRANSFER 9540 CAPITEC NGQULANA LUNJE,2400.0
20251220,IB PAYMENT FROM QAKU001,2500.0
20251220,STOP ORDER BW LITYE LITY001,1832.28
20251222,CREDIT TRANSFER 9390 CAPITEC_ LIMISE PATO,1030.0
20251222,MAGTAPE CREDIT 9392 INATHI L KAPAY1,1400.0
20251222,CREDIT TRANSFER 9411 Ayola Lala Gr 11,2500.0
20251222,CREDIT TRANSFER 9546 CAPITEC 280690819 BABA -001,2500.0
20251222,CREDIT TRANSFER 9661 ABSA BANK Maquba Ntlantla,2500.0
20251222,CREDIT TRANSFER 9789 Imange Kwayinto Grd:9,2500.0
20251222,CREDIT TRANSFER 9842 Luniko Mahomba grd9,4220.0
20251222,CREDIT TRANSFER 9946 CAPITEC L. MCWABENI REG2026,2500.0
20251222,IB PAYMENT FROM NAMA UNAM,2500.0
20251223,CREDIT TRANSFER 9444 ABSA BANK Thandiwe Mahlakata,2000.0
20251223,CREDIT TRANSFER 9798 CAPITEC MASO GIFT SMAMKELE,2700.0
20251223,CREDIT TRANSFER 9964 CASHFOCUS KWAZ007,31480.0
20251223,IB PAYMENT FROM FEES,2500.0
20251223,AUTOBANK CASH DEPOSIT GXAB001 9563,5970.0
20251223,CASH DEPOSIT FEE - AUTOBANK HH,-82.8
20251224,CREDIT TRANSFER 9466 CAPITEC IVAMAPHIKANA.,1000.0
20251224,CREDIT TRANSFER 9571 CAPITEC DUMEO01,2000.0
20251224,CREDIT TRANSFER 9935 ABSA BANK MDINOOS,3400.0
20251227,CREDIT TRANSFER 9223 CAPITEC SILI002,2400.0
20251227,CREDIT TRANSFER 9749 CAPITEC NOND 004,2500.0
20251227,IB PAYMENT FROM LUDUMO TELELO,2400.0
20251227,IB PAYMENT FROM TYUS001,2500.0
20251227,DEBIT TRANSFER 9262 ADLITES LGETO5,-1725.0
20251229,CREDIT TRANSFER 9057 CAPITEC MAPH 002,2500.0
20251229,CREDIT TRANSFER 9140 CAPITEC SOMILA BIZWAPHI,2500.0
20251229,IB PAYMENT FROM,1500.0
20251229,INSURANCE PREMIUM 9546 OLDMUTCOL _33570744920251225,-2369.22
20251230,CREDIT TRANSFER 9175 CAPITEC NALUTHANDO SILI 001,4000.0
20251230,CREDIT TRANSFER 9278 CAPITEC SESAM ZUMANA ZUMANA,1000.0
20251230,CREDIT TRANSFER 9397 Bulela Mivuyo Qatsi,2500.0
20251230,MAGTAPE CREDIT 9715 MAQU-008,3000.0
20251230,CREDIT TRANSFER 9782 CAPITEC ALIZWA MATIKA,5300.0
20251230,PAYSHAP PAYMENT FROM sazuza sili 004,2000.0
20251230,PAYSHAP PAYMENT FROM naluthando sili 001,3000.0
20251230,PAYSHAP PAYMENT FROM Liza Mthingeni,3000.0
20251230,ELECTRONIC BANKING PAYMENT FR LEACOCK SCHOLAR/SPONSOR,14339.0
20251230,ELECTRONIC BANKING PAYMENT FR,15886.0
20251230,GETAHEAD WHITGAP ELECTRONIC BANKING PAYMENT FR C/OFF LOAN VDP FAREWELL,66388.43
20251230,ELECTRONIC BANKING PAYMENT TO NCS02 AN LANGA _1RH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO NCS02 NOMAKWEZI MLI IRH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO NCS01 NOMSA MANKWEN IRH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO NCS02 N MPAMBANI__1IRH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO NCS05 SD NGCOZANA_1RH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO NCS01 UNATHI NZIPO_IRH7311:23,-221.56
20251230,ELECTRONIC BANKING PAYMENT TO C29 NAPTOSA EASTE IRH7311:23,-627.5
20251230,ELECTRONIC BANKING PAYMENT TO GCG01 GET AHEAD PRO IRH7311:21,-709.09
20251230,ELECTRONIC BANKING PAYMENT TO GCLOO LUKHANJI / EN NTY1111:02,-1063.31
20251230,ELECTRONIC BANKING PAYMENT TO C107 SIGN & COPY S NTY1111:02,-1319.9
20251230,ELECTRONIC BANKING PAYMENT TO GCW00 WG MICA HARDW NTY1111:02,-1681.42
20251230,ELECTRONIC BANKING PAYMENT TO SUPERCLEAN NTY11 11:02,-1827.0
20251230,ELECTRONIC BANKING PAYMENT TO RIESO RIESLING INVE NTY1111:02,-1868.3
20251230,ELECTRONIC BANKING PAYMENT TO GCCO01 CHRIS HANI DI NTY1111:02,-2171.4
20251230,ELECTRONIC BANKING PAYMENT TO C107 SIGN & COPY S NTY1111:02,-2741.6
20251230,ELECTRONIC BANKING PAYMENT TO GCLOO LUKHANJI / EN NTY1111:02,-3551.58
20251230,ELECTRONIC BANKING PAYMENT TO GCP01 PNP -TRADESKI NTY1111:02,-4908.17
20251230,ELECTRONIC BANKING PAYMENT TO GCBO00 BTC NTY1111:02,-12219.05
20251231,MAGTAPE CREDIT 9140 MJODE _ MNYA007_ FAIRHEADS,15888.72
20251231,CREDIT TRANSFER 9244 CAPITEC OMTSHUNGWANE,2000.0
20251231,CREDIT TRANSFER 9348 CAPITEC MILANI BOLANI GR10,3000.0
20251231,MAGTAPE CREDIT 9525 MBALI HLUMELO,5000.0
20251231,PAYSHAP PAYMENT FROM sazuza sili 004,320.0
20251231,PAYSHAP PAYMENT FROM Vlyman emihle,2200.0
20251231,PAYSHAP PAYMENT FROM N SIYOKO,2400.0
20251231,PAYSHAP PAYMENT FROM Siza Sochuma Bongink,2500.0
20251231,PAYSHAP PAYMENT FROM Foorslag Anothando,2500.0
20251231,REAL TIME TRANSFER FROM NEDCOR _ Othembela Mdidimba,2500.0
20251231,PAYSHAP PAYMENT FROM LMTHINGENI,3000.0
20251231,PAYSHAP PAYMENT FROM Sindaku Imange,7609.0
20251231,ELECTRONIC BANKING PAYMENT TO BABAO BULELANI ALFR ULJ1712:03,-1050.0
20251231,ELECTRONIC BANKING PAYMENT TO SARS E-FILING — ULJ17 12:03,-332925.71
20251231,ACCOUNT PAYMENT 9466 SMARTBUS _ 306672394 _SMARTBUS.,-872.85
20251231,INSURANCE PREMIUM 9860 SANTAM_ J124801161,-15906.94
20251231,MONTHLY MANAGEMENT FEE HH ACC 280690819,-110.0
20251231,SERVICE FEE Ht ACC _ 280690819 REB 15%,-147.98
